"","RT","SERIALNO","SPORDER","PUMA","ST","ADJINC","PWGTP","AGEP","CIT","CITWP","COW","DDRS","DEAR","DEYE","DOUT","DPHY","DRAT","DRATX","DREM","ENG","FER","GCL","GCM","GCR","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTR","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPI","MLPJ","MLPK","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RELP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKL","WKW","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DIS","DRIVESP","ESP","ESR","FHICOVP","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","LANP","MIGPUMA","MIGSP","MSP","NAICSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","SOCP","VPS","WAOB","FAGEP","FANCP","FCITP","FCITWP","FCOWP","FDDRSP","FDEARP","FDEYEP","FDISP","FDOUTP","FDPHYP","FDRATP","FDRATXP","FDREMP","FENGP","FESRP","FFERP","FFODP","FGCLP","FGCMP","FGCRP","FHINS1P","FHINS2P","FHINS3C","FHINS3P","FHINS4C","FHINS4P","FHINS5C","FHINS5P","FHINS6P","FHINS7P","FHISP","FINDP","FINTP","FJWDP","FJWMNP","FJWRIP","FJWTRP","FLANP","FLANXP","FMARHDP","FMARHMP","FMARHTP","FMARHWP","FMARHYP","FMARP","FMIGP","FMIGSP","FMILPP","FMILSP","FOCCP","FOIP","FPAP","FPERNP","FPINCP","FPOBP","FPOWSP","FPRIVCOVP","FPUBCOVP","FRACP","FRELP","FRETP","FSCHGP","FSCHLP","FSCHP","FSEMP","FSEXP","FSSIP","FSSP","FWAGP","FWKHP","FWKLP","FWKWP","FWRKP","FYOEP","pwgtp1","pwgtp2","pwgtp3","pwgtp4","pwgtp5","pwgtp6","pwgtp7","pwgtp8","pwgtp9","pwgtp10","pwgtp11","pwgtp12","pwgtp13","pwgtp14","pwgtp15","pwgtp16","pwgtp17","pwgtp18","pwgtp19","pwgtp20","pwgtp21","pwgtp22","pwgtp23","pwgtp24","pwgtp25","pwgtp26","pwgtp27","pwgtp28","pwgtp29","pwgtp30","pwgtp31","pwgtp32","pwgtp33","pwgtp34","pwgtp35","pwgtp36","pwgtp37","pwgtp38","pwgtp39","pwgtp40","pwgtp41","pwgtp42","pwgtp43","pwgtp44","pwgtp45","pwgtp46","pwgtp47","pwgtp48","pwgtp49","pwgtp50","pwgtp51","pwgtp52","pwgtp53","pwgtp54","pwgtp55","pwgtp56","pwgtp57","pwgtp58","pwgtp59","pwgtp60","pwgtp61","pwgtp62","pwgtp63","pwgtp64","pwgtp65","pwgtp66","pwgtp67","pwgtp68","pwgtp69","pwgtp70","pwgtp71","pwgtp72","pwgtp73","pwgtp74","pwgtp75","pwgtp76","pwgtp77","pwgtp78","pwgtp79","pwgtp80"
"685","P","170671",4,500,56,1008425,22,3,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,920,999,NA,2,NA,2,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,159,NA,NA,1,2,3,3,27,3,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,21,8,8,40,32,19,27,20,21,8,36,20,21,28,7,47,30,33,22,5,28,8,7,27,45,21,21,23,20,8,32,26,24,20,6,26,23,9,29,36,18,36,30,9,6,35,20,27,18,39,7,23,20,28,39,6,19,5,24,49,28,31,32,8,5,28,21,17,25,30,8,22,26,20,51,6,22,40
"3550","P","897514",5,200,56,1008425,207,14,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,10,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,50,22,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,319,NA,NA,1,2,4,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,236,45,70,179,135,151,226,258,504,179,61,445,263,278,175,59,196,59,297,356,217,77,38,193,213,228,237,227,366,180,61,357,182,521,235,62,208,75,116,39,170,335,352,247,142,184,280,202,66,178,353,73,257,68,205,308,290,364,39,47,232,451,279,158,236,310,172,174,60,215,315,81,215,58,256,341,333,279,412
"1614","P","399096",1,400,56,1008425,25,49,1,NA,5,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,80,1,1,2,1,2,2,1,2,2005,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,18,0,2,0,0,12000,35,1,1,1,NA,2,924,920,NA,2,1,NA,1,0,NA,NA,1,1,6370,92,37,NA,NA,NA,1,"491",1,NA,0,4760,2,12000,12000,8,437,500,56,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"412031",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,7,9,21,32,19,45,9,36,27,48,25,7,9,29,45,28,19,8,38,7,32,28,7,24,7,23,24,19,38,22,38,24,23,32,24,9,51,27,31,35,9,5,17,31,19,22,11,50,20,34,24,6,9,27,41,29,25,5,61,6,33,24,5,25,8,21,21,23,32,28,45,25,33,45,23,7,49,22
"2039","P","509026",2,400,56,1008425,9,67,1,NA,NA,2,1,2,2,2,NA,NA,1,NA,NA,2,NA,NA,2,1,1,1,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,2,0,0,5,0,1,NA,17,0,2,10100,8100,0,NA,3,NA,2,NA,1,924,999,NA,1,NA,NA,6,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,"",1,NA,0,NA,4,0,18200,40,327,NA,NA,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,15,8,9,13,8,2,2,4,12,14,6,7,8,14,7,13,7,14,11,8,2,9,10,2,9,18,13,16,8,9,12,5,5,4,2,2,14,17,12,7,2,6,6,3,12,18,14,20,7,5,9,8,8,4,2,1,7,2,3,7,11,6,11,12,12,3,4,2,6,7,12,8,7,16,18,14,13,4
"3293","P","838592",2,400,56,1008425,101,69,1,NA,NA,2,1,2,2,2,NA,2,2,NA,NA,2,NA,NA,2,1,1,1,2,2,2,0,NA,NA,NA,2,1,2,2,3,2,1988,1,2,0,0,0,0,1,0,0,0,0,2,5,2,2,3,15200,0,1,0,1,NA,16,0,1,17800,0,0,NA,3,NA,2,NA,1,32,999,NA,1,NA,NA,6,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,"",1,NA,0,NA,NA,0,33000,21,419,NA,NA,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,108,68,92,227,95,147,141,140,157,107,46,172,143,41,101,79,29,88,168,200,123,125,104,30,78,26,125,90,36,112,186,38,31,213,96,76,126,81,27,23,99,155,89,150,142,174,84,79,129,133,34,140,139,28,107,119,53,139,158,140,114,123,106,25,111,39,68,90,23,108,238,44,28,127,113,89,260,100,28
"3991","P","1006503",1,100,56,1008425,68,22,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,0,15,3,1,2,1,2,2,1,2,2011,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,16,0,1,0,0,12000,50,1,4,1,NA,4,999,999,NA,2,3,NA,1,0,NA,NA,2,1,6170,76,34,NA,NA,NA,1,"484",1,NA,0,6320,NA,12000,12000,56,60,100,56,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"47207X",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78,91,62,24,111,82,105,112,21,12,128,56,19,98,97,56,106,32,61,56,98,60,64,235,64,48,29,22,89,98,25,90,136,26,21,64,60,89,82,68,83,101,60,88,112,75,20,21,98,124,14,60,131,21,26,69,87,150,90,77,91,52,71,33,59,75,93,92,24,16,140,62,26,136,97,77,71,14,72,74
"4224","P","1074071",2,400,56,1008425,25,33,1,NA,2,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,12,1,1,2,1,2,1,1,2,2014,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,21,0,2,0,0,42000,40,1,1,1,NA,2,32,22,NA,2,1,NA,1,0,6199,NA,1,1,8370,96,55,NA,400,56,1,"6241",1,NA,0,2010,4,42000,42000,49,501,400,56,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,1,NA,NA,"211020",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,7,22,24,29,45,31,24,9,45,9,7,30,27,55,44,5,24,53,33,27,7,28,25,26,57,31,23,9,39,9,9,35,32,40,39,8,32,47,21,33,7,31,23,33,47,30,37,8,48,7,7,34,21,56,40,7,24,46,24,24,9,25,24,23,55,31,25,11,50,8,7,26,30,51,48,7,27,58
"3544","P","896722",4,100,56,1008425,113,3,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,32,999,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,501,NA,NA,1,2,1,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,36,47,147,116,118,213,92,43,90,42,33,201,130,159,106,92,218,119,141,148,34,34,116,91,105,235,99,31,117,38,32,186,109,182,127,98,243,98,81,161,45,35,137,138,78,169,111,37,104,33,44,184,131,239,103,90,206,111,83,196,33,40,105,109,104,152,145,37,150,30,31,188,134,244,89,82,250,121,123
"1643","P","403288",3,100,56,1008425,71,4,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,50,999,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,501,NA,NA,1,2,3,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,118,72,73,22,74,79,56,84,29,60,82,101,117,30,19,109,67,27,70,128,107,49,90,19,43,60,74,76,19,84,104,138,101,22,20,125,97,18,104,155,155,80,81,19,100,85,60,75,19,54,80,124,109,25,19,119,69,16,67,125,74,56,73,27,75,62,81,58,17,80,87,101,104,20,18,136,74,23,81
"5594","P","1440781",2,100,56,1008425,102,65,1,NA,NA,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,1,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,2,2,1973,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,1,0,1,NA,20,0,1,0,10800,0,NA,3,NA,2,NA,1,22,999,NA,2,NA,NA,6,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,"",1,NA,0,NA,NA,0,10800,56,451,NA,NA,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,107,161,126,168,115,29,163,27,141,24,103,34,172,154,127,139,35,104,154,29,38,177,115,87,130,130,170,89,82,88,24,87,31,107,108,21,112,145,126,124,130,150,26,35,123,177,139,137,23,193,82,199,125,22,34,159,161,94,38,186,131,24,86,90,32,81,21,90,88,116,127,116,152,76,119,171,99,38,106
"5559","P","1426852",2,100,56,1008425,82,48,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,2,2,2012,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,14,0,1,0,0,30000,40,1,3,1,NA,4,999,999,NA,2,1,NA,1,0,NA,NA,1,23,770,71,28,NA,100,56,1,"23",1,NA,0,6440,NA,30000,30000,8,492,100,56,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"472150",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,103,28,122,109,103,231,26,73,152,152,53,78,83,101,130,25,107,110,15,24,123,25,85,78,83,250,46,65,112,158,105,70,68,84,112,24,83,104,119,115,141,143,125,30,75,30,185,67,28,26,80,74,57,95,196,111,57,21,121,115,122,131,99,17,91,39,217,71,20,42,67,72,92,100,121,105,59,15,22
"1902","P","473340",1,100,56,1008425,63,37,5,NA,1,2,2,2,2,2,NA,NA,2,2,NA,2,NA,NA,2,2,2,2,2,2,2,0,5,1,1,1,1,2,2,1,2,1996,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,16,0,1,0,0,32000,65,1,1,1,1995,1,210,999,6,2,1,NA,1,0,NA,NA,2,2,4670,89,49,625,NA,NA,1,"4411",2,NA,0,9610,NA,32000,32000,303,186,100,56,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"537061",NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51,71,21,61,94,63,201,28,95,30,91,41,119,90,17,82,108,61,70,56,48,21,47,81,166,110,96,57,43,118,120,16,23,39,57,97,76,17,10,44,48,138,53,20,31,26,111,79,65,108,75,66,129,158,73,17,45,101,40,107,15,65,82,55,117,58,27,114,19,161,15,34,107,107,84,67,25,50,25
"409","P","108489",1,400,56,1008425,111,47,1,NA,3,2,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,1,2,2,2,2,2,2,0,1,1,1,2,4,2,2,1,2,1994,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,0,1,NA,19,0,1,0,0,82000,50,1,1,1,NA,1,20,999,NA,2,1,NA,1,0,NA,NA,1,1,9470,82,43,NA,400,56,5,"92MP",1,NA,0,3850,NA,82000,82000,30,501,400,56,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"333050",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,115,189,101,110,212,97,37,219,161,43,116,103,35,115,39,98,111,101,42,245,95,167,103,107,151,117,31,157,187,28,76,122,42,107,39,115,100,128,172,32,128,44,85,115,38,112,186,36,36,177,104,99,144,110,243,125,107,117,221,45,108,26,107,93,30,116,150,27,34,179,100,143,234,100,166,117,122,103,32
"1861","P","460826",5,200,56,1008425,25,19,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,0,40,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,15,0,1,NA,16,0,1,0,0,80000,45,1,5,1,NA,4,999,999,NA,2,1,NA,1,0,NA,NA,1,1,770,70,23,NA,NA,NA,6,"23",1,NA,0,6710,NA,80000,80000,56,501,200,56,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"474031",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,37,38,10,8,59,16,12,58,31,14,19,5,27,16,19,18,12,31,21,31,7,8,96,49,6,41,35,9,11,19,43,62,34,44,15,50,51,17,34,32,61,56,7,8,38,40,8,38,38,40,41,15,22,27,29,35,6,32,29,27,7,8,24,44,7,13,45,7,5,23,20,34,18,24,36,20,29,24,31,20
"2380","P","616205",2,400,56,1008425,459,48,1,NA,3,2,2,2,2,2,NA,NA,2,NA,2,2,NA,NA,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,1989,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,1,0,1,NA,22,0,2,0,0,25000,40,1,1,1,NA,4,999,999,NA,2,1,NA,1,0,2310,NA,1,1,7860,86,43,NA,NA,NA,1,"6111",1,NA,0,2330,4,25000,25000,56,501,400,56,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,"252050",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,203,165,424,386,498,638,438,185,431,159,178,695,381,751,623,447,549,319,453,178,608,650,535,450,457,179,604,694,449,743,657,165,465,155,465,402,159,490,455,663,176,143,488,426,511,589,431,224,413,123,169,751,474,785,531,499,660,353,546,171,553,671,407,401,404,141,565,816,462,655,671,152,422,164,535,592,151,448,424
"2814","P","727250",3,300,56,1008425,48,29,1,NA,1,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,0,5,1,1,2,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,2,0,1,NA,19,0,1,0,0,28000,40,1,1,NA,NA,4,999,999,NA,2,1,NA,1,1,NA,NA,1,1,8790,53,16,NA,300,56,6,"8112",1,NA,0,7010,NA,28000,28000,56,354,300,56,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,1,3,"492011",NA,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,NA,1,NA,1,NA,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,13,35,57,45,43,14,62,62,94,44,15,15,56,41,24,63,65,54,48,44,19,43,74,66,50,20,38,31,68,125,13,15,80,93,16,62,106,42,41,50,82,51,53,48,66,95,55,82,17,14,86,76,14,76,85,11,10,62,53,55,88,46,55,50,44,63,37,53,10,11,82,65,12,79,115,10,8,29,42,33
"3341","P","847240",4,500,56,1008425,12,6,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,88,999,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,56,469,NA,NA,1,2,2,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,11,25,13,17,15,10,13,3,14,4,12,10,4,12,24,3,4,4,3,14,11,1,10,3,13,20,9,17,15,20,11,8,18,13,2,20,20,16,16,6,17,14,12,19,11,11,12,3,11,3,17,14,5,8,20,6,4,5,3,8,8,5,12,4,16,14,14,16,10,14,10,9,17,13,4,21,21,15
"601","P","153739",5,100,56,1008425,8,11,1,NA,NA,2,2,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,7,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,22,999,NA,2,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,49,266,NA,NA,1,2,3,1,1,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,"",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,2,3,9,8,8,11,11,18,11,3,14,12,16,8,4,9,3,2,3,9,12,14,10,7,10,9,12,3,8,15,2,9,1,6,12,9,16,14,21,12,2,2,11,9,8,11,10,14,11,3,15,11,14,8,1,7,5,3,3,8,14,14,7,7,10,8,11,3,7,15,2,7,2,5,12,8,19,18
"2578","P","667466",2,200,56,1008425,125,61,1,NA,7,2,2,2,2,2,NA,2,2,NA,NA,2,NA,NA,2,2,2,2,2,2,2,0,NA,NA,11,2,1,2,2,2,2,2002,1,2,0,0,0,1,0,0,0,0,0,3,5,3,3,3,0,0,1,0,1,NA,16,0,1,0,0,12000,60,1,1,1,NA,4,999,999,NA,2,NA,NA,1,0,NA,NA,2,1,8590,NA,NA,NA,NA,NA,1,"713Z",1,NA,0,430,NA,12000,12000,46,313,200,56,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,"119XXX",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160,31,104,40,117,137,39,134,193,34,39,255,131,137,211,92,207,109,119,269,127,37,129,49,169,172,34,123,214,37,42,186,101,108,195,159,233,118,122,175,131,34,115,34,107,104,35,123,243,37,32,243,133,132,212,87,190,143,145,162,106,37,117,56,179,130,39,123,250,53,34,199,115,108,200,162,263,134,112,175
